,num-episode,review-score,positive-negative,review-comment
742,63,10,1,"Game of Thrones remains a masterpiece, as always !!! Best Serie ever!!!"
744,63,10,1,"Jon Snow gets closer to Daenerys and shows his discovery in the dragon glass mine. Tyrion advises Daenery and she asks Jon to give his advice, and he tells that she must be a fair queen and not attack and burn the houses of the common people. Meanwhile Arya returns to Winterfell and reunites to Sansa and Bran. Jaime's army and Bron are looting House Tyrell and their lands when they have a surprise.""The Spoils of War"" is the episode that every fan of GOT was waiting for. The story is intense, all the segments are interesting and the battle scene is spectacular. One of the best of the whole series. My vote is ten.Title (Brazil): ""The Spoils of War"""
745,63,10,1,"After the events of the previous episode the Lannisters have the funds to repay the Iron Bank; if Jaime can get it back to King's Landing. Arya arrives at Winterfell and is finally reunited with Sansa and Brandon. At Dragonstone John finds the dragon glass and once again asks Daenerys to help in the upcoming battle in the north; he also advises her not to attack the Red Keep... that doesn't mean she isn't going to attack the Lannister forces elsewhere.I've enjoyed season seven so far but this episode manages to take things to another level. It started well with the first half being dominated by the reunion of Arya and Sansa. These scenes were suitably handled; at first the guards try to deny Arya access to Winterfell; then when she tells Sansa about her list of people she intends to kill her sister is mildly amused... until she sees what an accomplished fighter Arya has become when she spars with Brienne. Maisie Williams, Sophie Turner and Gwendoline Christie are great in these scenes. As good as that was there was better to come as Jaime and the Lannister army are attacked by the Dothraki horde and Daenerys, who is riding a dragon. This was one of the best battle sequences to date; it started gradually as first a gentle rumble was heard; it quickly built to a crescendo as battle commences and Daenerys's dragon burnt dozens of opposing soldiers when close combat lead to the sort of mayhem one would expect... it had the intensity one would expect from a big budget Hollywood movie rather than a mid-season TV episode. I have no idea how the series will follow up this episode but look forward to finding out."
746,64,8,1,"Tyrion has seen so much of evil. He was detested by his own family at his birth. When one looks at the simple disrespect for life, it's interesting he wasn't stabbed in his crib. This has led to him being a truly moral character, having had to overcome so much, including the betrayal by his own sister. Tyrion believes in some sort of peaceful settlement. The big war is coming and Cersei hasn't got all that much of an army and must depend on alliances (she has lots of gold). It is decided by Dany and Jon Snow that capturing one of the wights and bringing him to Cersei would seal the deal. Why is this so? So off go our heroes to capture one of these guys, amidst the hordes of the undead (they seem to come back even when you break them into pieces). I fail to see any of the logic in this, other than to set up a battle with these guys. We also have Sansa and Arya at odds. Arya thinks Sansa has taken the easy road, playing up to whomever she can manipulate. Arya, of course, has become the consummate warrior. This is Ana intriguing episode, but it doesn't lack a good deal of common sense and some sort of precious moments."
749,64,9,1,"East Watch was all about building up of many many plots, all of which were superbly done with amazing story telling.Many reunions took place, well I won't mention which ones to avoid spoilers but all of them were so superb that I can't wait to see how they all turn up.Little Finger is doing what he is best at, but this time I just wish that Starks change their legacy.Danaerys showing both sides of her again in this episode, soft and hard, which shows that she can be a different ruler than what westeros has seen in the past. The scenes between Danaerys and Jon are somehow getting soft and romantic.A glimpse of Old cunning Cersie was back which was good to watch as her scenes weren't as strong in the previous episodes as they used to be.You might not like this episode if you always want an action packed episode like the Spoils of War, but let me assure you guys the plots built up in this episode are exactly like the silence before the storm and something special, very special is coming in next week's episode. Can't wait for that.9/10"
751,64,10,1,"WOOOOOOW.. From where can i start? HOLLY S*** !! Eastwatch is by far the best episode in season 7, a MASTERPIECE, it even surpasses The Spoils Of War, i did not see that coming to be honest. The episode contained huge revelations, many reunions and amazing set of events, it was beautifully written by d§d , no we can admit that they finally found a way to tell the story in such a magnificent way. Eastwatch has set up everything perfectly for the next main episode. Brace yourselves folks, because episode 6 is going to be much bigger. Can't wait.9.7/10"
760,66,9,1,"Writing this before S8E6 aka the final episode.Season 7 had it's problems for sure, but if we only knew what will come upon us in S8 we would endlessly praise it for it's glorious writing.This is where the show should have ended, and it should be left for GRR Martin to finish his books before start filming again.
Character arcs were still untouched and we had high hopes for ending.Final season, the way it was written, completely destroyed the show."
761,66,8,1,"Season 7 was a letdown for me. I became accustomed to the unpredictability, which has disappeared the moment they ran out of source material. Now it feels more like a high budget Hollywood flick, where none of its major characters are in any real danger,where everything is fan fiction and where you get the feeling everything happens and is shot purely to make merchandise from it.(For example The fake tension at the frozen lake, where you get sad music, a shot of how defeated they are, followed with a faceshot of every character, so people would think they're in trouble, just to be saved a la deus ex machina- The way it was shot, I couldn't stop thinking of marvel's avengers)Overall I liked some of the reunions, it had some great visual effects and beautiful scenery, but as I said, the excitement is gone; it has become yet another predictable television show that doesn't dare to make major leaps.Negative: Tormund should have died in the 'true north', The Littlefinger plot was a real disappointment, The fasttraveling made me motion sick, The whole capturing a whight to convince Cersei was horrible. Some scenes were just there to mislead the audience (E.g. Arya and Sansa). I literally cringed during the last 2 episodesPositive:The Visuals and CGI was good. Performances by most of the actors (especially the Lannister cast) was on point as usual. There were some satisfying reunions and interactions.Overall it's worth watching, but don't expect it to be the same as previous seasons."
743,63,10,1,"This was the episode we have longed for this season and finally Game of Thrones has delivered. This show beautifully and perfectly captures battle scenes and the camera-work is really well done. We saw a showdown and collision of worlds we have waited long to see. The battle scene between Daenery's and the Dothraki vs the Lannister forces is arguably one of the best moments in this series. Seeing a dragon wipe out Lannister forces in Westoros was truly satisfying. Like many fans I watched the final moments in awe as I shuddered at who would die. This show has bluntly wiped out big characters in an instant. When we saw Jaimie go for Daenerys it looked like a major character would die but the show beautifully gave us a stalemate with both surviving. This episode got everything right from a great opening, dialogues, reunions at Winterfell to an epic battle. Jaimie's expression as he sunk into the Ocean was the same expression I had as I tried to fathom what just happened in the last 10 minutes.Thank you is what I want to say for a breathtaking episode. I can only wait in great anticipation for the next episode."
590,47,10,1,"Game of Thrones has become THE television fixation which people tend to really love or really hate. As for me, I reckon it's a medieval-European-influenced piece of fiction that's become a television tapestry of political commentary, genre-breaking television conventions, fantastic fight scenes and characters who have become household names comparable to the Star Wars and Harry Potter casts of characters: yet these guys have the intensity and evocation of tragic Shakespearean characters.Game of Thrones is blockbuster television done right, and Hardhome is one gigantic set-piece bursting with spectacle and character that has helped the show stay great."
687,58,10,1,"Like in Spinal Tap, I need the scale for this episode to go to 11. Spectacular! Satisfying."
685,58,10,1,"This episode is to the series what Goodbye Farewell, and Amen was to Mash, and Ozymandias to Breaking Bad...a classic series episode that prepares the viewer for what's next in the future. The battle scenes in this episode are the best ever made for television, and at a big cost. The locations where this show is filmed is very exotic, and the characters and dragons rule the show. The music is amazing as well as the pace of the show. If you have to see just one episode of GOT, this is the one."
620,51,10,1,"Came to 'Game of Thrones' fairly late in the game and due to being so busy the binge-watching was gradual. Have found myself truly loving the show, very quickly becoming one of my favourites. It totally lives up to the hype and not only does it do the brilliant source material justice (a rarity in television) it is on its own merits one of the finest, most addictive and consistently compelling shows in recent years and quality-wise it puts a lot of films in recent years to shame.Despite how my review summary sounds, actually still liked a lot but didn't love the Season 6 opener ""The Red Woman"", though some fans did not. Am of the opinion also of finding ""Home"" the superior episode, it was what ""The Red Woman"" should have been and felt more like for me like the season opener. It is one of the most positively received Season 6 episodes and have seen it often considered one of the best latter season episodes, both distinctions for very good reason. Here in ""Home"", characterisation and plot lines are both advanced (loved seeing more of Bran, after being neglected for a while, Ramsay being suitably despicable and am still really appreciating seeing Theon in a completely different light to when he was first introduced. There are plenty of shocks and leaving-one-floored revelations, with like ""The Red Woman"" necessary questions and predictions left on fans' lips being answered and with full impact. A lot happens in ""Home"", but it doesn't feel like there is too much going on or that it feels rushed. It is tautly paced but also takes its time without ever being too much of a slow burner. As one would expect, the cast can't be faulted with Iwan Rheon and Isaac Hampstead Wright here being the standouts. Peter Dinklage as always steals every scene he's in.Visually, ""Home"" looks amazing, as one would expect for 'Game of Thrones'. The scenery is throughout spectacular, the sets are hugely atmospheric and beautiful on the eyes with a real meticulous eye for detail and the costumes suit the characters to a tee. The make-up is beautifully done. As well the cinematography and editing, which are cinematic quality as well.One cannot talk about ""Home"" without mentioning the thematically, orchestrally and atmospherically multi-layered music scoring and the unforgettable main theme. Again, worthy of a high-budget fantasy/action/drama film.The writing is thought-provoking with plenty of passion and sensitivity. Summing up, outstanding episode and one of Season 6's best. 10/10 Bethany Cox"
621,51,10,1,"Despite the slow plot progression and little to do for the characters, the first episode was a good start to this season. However, this episode surprised me and since there's no problem I have, this is an improvement over The Red Woman.The story is a lot more compelling and advances the plot progression from the previous episodes perfectly. The performances are once again compelling with Lena Headey and Dean Charles Chapman sharing an emotional moment together. And that's not all. It finally revealed the fate of Jon Snow and left a shocking cliffhanger to what would really happen in the next episode.That being said, everything else turned out great. The pacing is tighter and never drags, the script is well-written, the directing is solid, Ramin Djawadi's music score shines and suits the emotional scenes and the atmospheric moments really well, and the editing is really good. So, overall, another classic episode for the entire show and an improvement over the first episode, which I thought was a good start. :)"
622,51,8,1,"Brandon is trained by Three-Eyed Raven and has visions of his childhood when he was happy and Hodor could speak. In Castle Black, Davos and his men is threatened by the Night's Watchmen but the Wildlings breaks in the Castle and the situation switches. Sersei is protected by the Mountain and Tommen does not allow her to go to Myrcella's funeral. However Jaime has a conversation with him and convinces Tommen to meet his mother. Then Jaime challenges the High Sparrow and finds how powerful he is. Tyrion decides to release two dragons that are not nourishing. Arya is being beaten again and is still blind. Ramsey learns that his father has a baby son and he takes a bloody attitude. Theon decides to leave Sansa that intends to go to Castle Black. The Greyjoys will have a heir in the Iron Islands. Davos makes an impossible request to Melisandre, but the witch is powerful. ""Home"" is a good episode of ""Game of Thrones"", with surprises in Castle Black. Jaime discovers how powerful the High Sparrow is. Ramsey's segment is the most violent and shows how despicable this character is. Arya's segment is boring and it finally seems that her situation will change with the presence of The Faceless Man. The conclusion again is the best moment of the show. My vote is eight.Title (Brazil): ""Home"""
623,52,9,1,"This was the best installment of the season thus far. Sublime character development backed up by top-notch performances, with elegantly paced directional progression of the story-line, along with a couple of intriguing plot points and adequate humor. Altogether a terrific hour of television, excellently built up for the colossal chaos and extravagant blood splatter we most certainly will be pummeled by. Or who knows, maybe there will be light. As long as the writers don't suddenly tread any ludicrous paths due to the absence of any source material, they are set to strike gold. And now the customary agonizing wait for the next episode begins."
625,52,9,1,"Came to 'Game of Thrones' fairly late in the game and due to being so busy the binge-watching was gradual. Have found myself truly loving the show, very quickly becoming one of my favourites. It totally lives up to the hype and not only does it do the brilliant source material justice (a rarity in television) it is on its own merits one of the finest, most addictive and consistently compelling shows in recent years and quality-wise it puts a lot of films in recent years to shame.It is always a Herculean task following on from such greatness seen previously. ""Oathbreaker"" had a tough task succeeding, and being just as good as, the previous episode ""Home"" considering how superb that episode was (one of the best Season 6 and latter season episodes). A tough task that it almost succeeds completely in, it's not quite perfect and it's not as special but it has a vast majority of what makes 'Game of Thrones' so great and signs that one shouldn't give up on the show. Tommen needs to develop a stronger personality and have more meat to his material before being considered as a love to hate character for me. Actually though there is hardly anything wrong with ""Oathbreaker"". It doesn't matter that it is not as action-packed as the previous two episodes (compared to ""The Red Woman"" actually that's a good thing), while not quite being a slow or quiet episode either. It also doesn't matter that it doesn't have as many reveals, shocks or cliff-hangers as ""Home"".What ""Oathbreaker"" does brilliantly in is putting things in place for what is to follow, without feeling like filler, forwarding story momentum and advancing character development and interplay. Daenerys and Arya are particularly well done in this regard and it was wonderful to see some development to Khaleesi. The highlight of the episode though is the Tower of Joy, totally exhilarating. Have nothing to fault the cast, who give uniformly never less than great performances. Iwan Rheon plays a true slimeball to perfection, now Ramsay is my definition of a love to hate character.Visually, ""Oathbreaker"" looks amazing, as one would expect for 'Game of Thrones'. The scenery is throughout spectacular, the sets are hugely atmospheric and beautiful on the eyes with a real meticulous eye for detail and the costumes suit the characters to a tee. The make-up is beautifully done. As well the cinematography and editing, which are cinematic quality as well.One cannot talk about ""Oathbreaker"" without mentioning the thematically, orchestrally and atmospherically multi-layered music scoring and the unforgettable main theme. Again, worthy of a high-budget fantasy/action/drama film.The writing is thought-provoking and very rich in layers with plenty of passion and sensitivity. Summing up, terrific. 9/10 Bethany Cox"
626,52,9,1,"I know that Cersei and Jaime are villains, but I find myself pulling for them right now (with the exception of Margaery Tyrell (Lannister) whom I find really victimized). But those sparrows are so despicable. They represent a contrived religion that calls to mind the Spanish Inquisition. They are smug and dangerous and don't seem to practice much of what they preach. I'm really looking forward to this ineluctable collision. I still don't quite know what Arya's endgame is. I think I lost it in some of the deluge of events. Where is that dragon? Dany is playing a bit of a waiting game. There are so many characters who are soon to be rising from the ashes. John Snow has literally done so. This episode, while lacking bombast, is laying a foundation of incredible explosiveness. Ramsay Bolton continues to lay down his slime trail. One wants so badly to wipe the disgusting grin off his face. He has been ""forced"" into patricide and infanticide, but the powers that be know what he is. What a magnificent villain he is! Anyway, it's going to be great fun watching things unfold."
627,52,9,1,"Greetings from Lithuania.""Oathbreaker"", the 3d episode in season 6 is a very good entry into season 6 so far. In this episode i loved everything for what i love this show overall - one of the kind settings, great acting, superb writing, directing and excellent pacing. Story itself is moving forward, i like the directions it's taking. After a magnificent episode ""Home"", ""Oathbreaker"" didn't disappointed. I loved the outcome with traitors in Castle Black and all the scenes with Jon Snow clicked right.Overall, we are 3 episodes in season 6 - and they all were beyond good. Can't wait for next entries."
628,52,10,1,Great episode. One of my favourites in this season
629,52,9,1,I really enjoyed this episode. mixed with humor & relax scene. and a few surprises.
630,52,8,1,"Speaking of this episode, I have to say that there are a lot of things in the episode that we might miss if we don't watch them properly. Moreover some weird nice or can be called magic we can watch this episode. Here are some glimpses of the old days, as well as some old ones. In this episode we can see all the things that we may not try to see. I agree, the episode is a little slower than the previous two episodes. But with that it has to be said that the episode is starting a lot new."
631,52,9,1,"It's not often one gets to exact revenge on his murderers, because one is often dead before one gets the chance to do so."
632,52,9,1,"Season 6, episode 3. Sam and Gilly are sailing to Horn Hill. Ayra is still in training to become No One. Bran is still training with the three-eyed raven - sees his father when he was younger. Ramsay gets a gift of Osha and Rickon Stark. Jon wants to know what happened to him, and leaves the Nights Watch. Cersei and Jaime are still picking up the pieces. Tommen talks to the High Sparrow.9.5/10"
633,52,9,1,"Some storylines are still starting up, while others are already paying dividends."
634,53,10,1,"Season 6 does it again, with another outstanding episode. It is perfectly paced this time around, with each character getting a reasonable amount of screen time without it being rushed over.The scenes with Tyrion and others have to some of his best scenes in a long time. The writing is yet again fantastic. Seeing two characters meet up again after so long, was one of the most tear-jerking scenes in a TV show period. Cersei becoming more of a bad ass this time around, gaining others to her side, and it looks like House Lannister and Tyrell might actually form an alliance. This episode was great throughout, there was not one dull moment, and again with Ramsey being one step ahead of everyone around him, leading to a shocking scene. But all of this leads to one of the best endings in the show so far. Throughout seasons 4-5, people have said that Dany has had little to do, but if they say that again after this episode, well, they are just haters. She shows her true powers, since season 1. It is all played around to feel like season 1 finale, and it doesn't disappoint. This also helps when there is an extraordinary soundtrack playing in the background.Brilliant episode, season 6 is the best season along with season 4. 10/10"
635,53,9,1,"Sansa arrives at Black Castle with Brienne and Podrick and reunites to Jon Snow, who has resigned from the Night's Watch after the deception of the betrayal of his brothers. Sansa tries to convince him to attack and retake Winterfell while Brienne meets Davos and Melisandre and warns that she killed Stannis and she does not forget or forgive the assassination of Renly through black magic. Littlefinger returns to Runestone and is welcomed by his nephew Robin and convinces him to send his army to protect Sansa at Castle Black. In Meereen, Tyrion negotiates a truce and the end of the support to the Sons of Harpy with the masters of Slaver's Bay. Jorah and Daario arrive at Vaes Dothrak and they meet Daenerys that explains a plan to them. Margaery meets the High Sparrow and he tells how he learned the truth. Tommen tells to Cersei that Margaery will be exposed to the people soon, and Cersei plots a scheme with Olenna to destroy the High Sparrow. Theon returns to the Iron Island and after a cold reception of Yara, he tells that he wants to support her. Ramsey stabs Osha with a knife killing her in Winterfell. Jon Snow receives a letter from Ramsey with insults and threatening him. Daenerys is brought to the khals in a temple and the set in motion her evil plan. ""Book of the Stranger"" is among the best episode of ""Game of Thrones"". Every segment is excellent and important, but the reunion of Sansa and Jon Snow and the final scene of Daenerys and the khals are spectacular. The encounter of Brienne with Davos and Melisandre is tense. Soon the viewers will certainly see the bloody war that is coming. The powerful music score in the end is another great attraction of this great show. My vote is nine.Title (Brazil): ""Book of the Stranger"""
619,51,10,1,"This was a truly beautiful episode. The arc of the story doesn't really progress, but we are told who will be this season's or the next few episodes villains. The story continues with the dragons, the Lannisters. Stark's and the Ironclads.First of all, the writing here is brilliant, with the story heading in a great direction. This episode was also fast paced, with a lot happening within its run time. I expected many events that occurred during the episode to take place down the line, but I am glad they did it to begin with, because I can't wait to see what happens next.The sets, the production, bringing us back to meet our old characters, Bran for a start, was a joy to see. And how he has grown!This season really looks like it is going to be spectacular, with these two new episodes it is starting off to be the best season yet. 10/10 brilliant episode."
618,51,10,1,"This episode was fantastic, one of the best of the series so far. There are so many twists in the plot this episode, ending on a very high note.First of all, the writing here is brilliant, with the story heading in a great direction. This episode was also fast paced, with a lot happening within its runtime. I expected many events that occurred during the episode to take place down the line, but I am glad they did it to begin with, because I can't wait to see what happens next.The sets, the production, bringing us back to meet our old characters, Bran for a start, was a joy to see. And how he has grown!This season really looks like it is going to be spectacular, with these two new episodes it is starting off to be the best season yet. 10/10 brilliant episode."
615,50,8,1,"While still way above other TV shows in quality, GoT is slowly drifting from the epic GRRM storytelling to the eternal Deus Ex Machina for TV Shows.The season premiere is predictable, pretty much uneventful (except for the closing scene) and is desperately trying to make us care for characters that simply have not had a good construction arc since their introduction. Tyrion and Varys steal the show for me though, I love 'em power couple.Defined in four words: your average GoT episode... and for a work inspired in ASOIF, I think that is not OK."
613,50,8,1,"I'm fascinated by people who expect every episode to be full of fights and encounters. Remember, when all is said and done, this is a single story. Lord of the Rings had to have ""The Two Towers"" to get to the ending. We have several key figures moving into new directions with all moving toward an unspecified center. We know for sure that Theon is regaining his humanity, acting heroically. Sansa is with him and alive and a pawn in the game, but necessary. Cersei is back at the castle. We are still in the dark about how much power she has. How have these religious fanatics affected the empire. The new queen is in the dungeon, being asked to confess. Dany finds herself in the hands of a warrior society similar to the one she left when becoming mother of dragons. The princess returns to the castle with Jaime, dead. And back home the evil women have formed a coup and murdered the bridegroom and his father. Arya is totally blind and is beaten with a wooden rod and asked to defend herself. I'm sure her role will come into focus again. And, of course, Brienne and Pod come to the rescue of the escapees and they swear their allegiance to Sansa once again. She now has purpose again and is a worthy foe to anyone. I, myself, am not even slightly disappointed with the setup. Have some patience, people."
592,48,10,1,"This episode is like an injection loaded with the purest form of adrenaline. Starts off as a great episode then gets better and better. Ends on a fantastic note. The last 15 minutes at mereen are simply incredible and i would rate it as the best episode of the season (I've seen the finale). Hardhome was incredible but this is even better. The fighting scenes are perhaps the best I've seen till date,the brilliance of this show matches the grandeur of this show which is simply unbelievable. game of thrones is among the finest things in the history of mankind,its far ahead than other shows that we see today. Cant thank the makers of this show enough. It is so raw and feels so real,GOT is a whole new world in itself. This is insane stuff and television doesnot get any better than this. Im sure by now u have got my point.Lool"
593,48,10,1,"Now this episode is going to shake the internet!!! there is so much happening in this episode I don't really now what my feelings are, I'm honestly sad, excited, and scared of what is going to happen next. Many book readers don't like that D&D changed some story lines, but I'm really grateful they did as they changed the show to the better. Arya never meets ser Meryn Trant, nor Daenerys is directly attacked by the sons of harpy, and oh my god,they just killed two more characters that are still alive in books.... I don't want to spoil who for those who still didn't watch the episode... Overall, this was a hell of an episode that you don't want to miss!"
594,48,10,1,"The Dance of Dragons is not only another classic episode, but it felt more emotional and compelling and it made me feel a bit sad. Mostly because of the choice Stannis made when he choose to sacrifice Shireen Baratheon, a sweet and innocent girl. I've heard that it polarized critics and fans of the books. Some liked it for it's strong character development while others hated it for betraying Stannis' character after the past few seasons. Anyway, everything else is so compelling.The characters are still believable, the story/script is well-written this time around, the action is great especially the end of the movie where Daenerys flies on her dragon which takes your breath away and the music score from Ramin Djawadi suited really well. The pacing is great and doesn't drag, the directing is great, the scenery/set/costumes are still gorgeous to look at, and the performances are still great. So, overall, another classic episode that is emotional and compelling. :)"
595,48,8,1,"I'm reading reviews that are all over the place. Apparently, some feel there are set of rules that can't be crossed. These folks should have stopped watching long ago. The series has pushed the envelope time after time after time. There's incest, sexual excess, nudity, graphic violence, on and on. The Game of Thrones is about power and the effects of power. When the little girl gets burned, many think the series has gone to far. It doesn't matter that numerous children have died in other episodes. What about the farm children that are the focus of Theon? This is a fiction and it's often about the worst of humanity. It's about every level of ambition possible. It is about people that see life as nothing, unless it's their own, and even then it's not valued. There are great scenes here. The final battle is quite amazing. Let's look at this series for what it is and stop imposing our own belief system on it. If you have very conservative views on this, it shouldn't be your cup of tea. I know that ""it is what it is"" is a cliché these days, but nothing is more apt. Also, quit comparing everything in the books to the film. Everyone knows that every adaptation that has been done is different from the final result. Hail ""King of Thrones"" for being honest and incredibly entertaining. I can't wait for the finale of Season 5."
596,48,10,1,"I can't even find a place to start. It was just that good. I can sense that people are going to be freaking out about a huge change from the books, but I don't even care. It was just such a good episode. I am shaking from hype. And to think, only one of the three things we're all anticipating happened. Imagine how the next episode is going to be. I don't even know what else to say. The only reason I'm still typing is because reviews require ten lines to be submitted. I thought the episode where Oberyn fought The Mountain would be hard to beat, but I was so wrong.I don't need to explain any further why this episode was awesome. If you saw it, you know exactly why."
597,48,10,1,"This episode shakes things up and about.Once again, I couldn't believe what was about to happen, and it happened. And then some more.Personally I don't mind alterations from the books, if that benefits the series. Especially if it helps break expectations.""Oh no, they won't. Something will happen and it will be OK.""""Nope. What did just happen?""And in the middle of finding your comfort, they stack some more on top of you in awesome fashion. This episode was overwhelming.It's 10/10."
598,48,10,1,"Now, for starters, this was a very good episode, excellent in fact. Just before the fourth season, the actors and the director gave us an indication how season four was going to be less focused on the ninth episode alone and that the season was going to have large plot movement all the way throughout the season. While i did not feel this was true in season four, this represents season five 100%. As normal, the acting and the drama in this episode is holding up to the series standards, even more so! In the previous seasons i have been, what can i say... Not as excited for the 10th episode, reason being the 9th installment. This season it is not the case at all. Having left Kings Landing untouched, i cannot wait for the 10th episode.All in all, great acting from everyone involved, and it succeeds to keep us very much interested after the excitement of ""Hardhome"".""Dance of Dragons"" is not only one of the greatest episodes so far, but it left the audience very much exited for the 10th episode. Which IF there is something GOT have been lacking is exactly that."
636,53,10,1,"Came to 'Game of Thrones' fairly late in the game and due to being so busy the binge-watching was gradual. Have found myself truly loving the show, very quickly becoming one of my favourites. It totally lives up to the hype and not only does it do the brilliant source material justice (a rarity in television) it is on its own merits one of the finest, most addictive and consistently compelling shows in recent years and quality-wise it puts a lot of films in recent years to shame.""Book of the Stranger"" is one of the best episodes of Season 6, which settled much quicker and more consistently than Season 5 generally, and a standout of the latter seasons, an episode that has everything that makes 'Game of Thrones' as great as it is and what it's all about. It is one of the most acclaimed episodes of the season, have also seen fans and critics cite it as one of the best 'Game of Thrones' episodes, and can totally see why on all counts. Never thought that another Season 6 episode could outdo the brilliant ""Home"", ""Book of the Stranger"" may have just managed that.While the whole story is tremendously absorbing with a lot of passion, sensitivity and emotional wallop, every 'Game of Thrones' episode has at least one standout scene even the weaker ones. ""Book of the Stranger"" has three, the Jon and Sansa reunion, Daenerys' conquering and the scene between Brienne, Davos and Melisandre. All three among the season's best scenes. Anything with Tyrion is awesome and also found the letter scene pretty harrowing with it showing how much a monster Ramsay is. The whole episode is packed with reunions, alliances and forward momentum in both story and characterisation, with plenty of surprises and emotion.'Game of Thrones' has always been consistent in the high quality of the acting. Particularly outstanding performances being from Emilia Clarke and Peter Dinklage.Visually, ""Book of the Stranger"" looks amazing, as one would expect for 'Game of Thrones'. The scenery is throughout spectacular, the sets are hugely atmospheric and beautiful on the eyes with a real meticulous eye for detail and the costumes suit the characters to a tee. The make-up is beautifully done. As well the cinematography and editing, which are cinematic quality as well.One cannot talk about ""Book of the Stranger"" without mentioning the thematically, orchestrally and atmospherically multi-layered music scoring and the unforgettable main theme. Again, worthy of a high-budget fantasy/action/drama film. The end scoring is especially powerful. The writing is thought-provoking and very rich in layers with plenty of passion and sensitivity. In conclusion, fantastic episode and a must watch. And this is coming from a genuine viewer who has not given every episode a 10 (have actually given my fair share of 8s and 9s) and has been honest in her opinions. 10/10 Bethany Cox"
599,48,9,1,"Came to 'Game of Thrones' fairly late in the game and due to being so busy the binge-watching was gradual. Have found myself truly loving the show, very quickly becoming one of my favourites. It totally lives up to the hype and not only does it do the brilliant source material justice (a rarity in television) it is on its own merits one of the finest, most addictive and consistently compelling shows in recent years and quality-wise it puts a lot of films in recent years to shame.""The Dance of Dragons"" may not quite be on the same level as Season 5's magnum opus ""Hardhome"", also one of the best 'Game of Thrones' episodes overall. That is a very tall order, because that episode was so special and actually saw even those who found the previous Season 5 episodes slow going (personally feel that although not on the same level as the previous four seasons, and a flawed one, that all Season 5's episodes ranged from good to outstanding, not a popular opinion probably) impressed. Although the polarisation of the fan reaction is understandable, count me in as somebody who loved ""The Dance of Dragons"" overall. Not without faults, no didn't think it was a perfect or 10/10 episode. The special effects have been much more polished before and the Dorne storyline (a consistent criticism of Season 5 among critics and fans) is not as interesting or as involving as the rest of the episode, also a bit silly.However, ""The Dance of Dragons"" is notable especially for two scenes. One is the whole climax in Meereen, especially in Daznak's Pit, which was spectacular, exciting and thrillingly intense with Daenerys' role being iconic for her and of the show visually and dramatically. The other is the episode's most controversial scene with Stannis and Shireen, one of the most tragic and disturbing of the whole of 'Game of Thrones' and the most hard-hitting the show has been since the Red Wedding. It shocked me and it brought me to tears.Am going to defend this scene now considering how much it's been criticised and talked about. Can understand the problems others had with this scene, with them showing dislike for Stannis turning from morally complex to a monster by one act which has been described as out of character and a character distortion. For me, that is true for book Stannis but not show Stannis, remember this is a character who would stop at nothing to get what he wants and he had shown numerous murderous traits actually since Season 2 and for trivial reasons, also he was much less wilful initially here than he was with those showing some moral complexity still. Getting back on track, once again cannot fault the acting, with strong performances from Emilia Clarke, Kit Harington, Carice Van Houten and particularly Stephen Dillane in some of his best acting as Stannis to date.Plot lines and character development continue to advance, there is a perfect balance of intricate character moments and drama and there is a powerful mix of heart-wrenching poignancy, nail-biting intensity and shocking revelations.Visually, ""The Dance of Dragons"" looks amazing (apart from the effects), as one would expect for 'Game of Thrones'. The scenery is throughout spectacular, the sets are hugely atmospheric and beautiful on the eyes with a real meticulous eye for detail and the costumes suit the characters to a tee. The make-up is beautifully done. As well the cinematography and editing, which are cinematic quality as well.One cannot talk about ""The Dance of Dragons"" without mentioning the thematically, orchestrally and atmospherically multi-layered music scoring and the unforgettable main theme. Again, worthy of a high-budget fantasy/action/drama film.Writing continues to be layered and thoughtful and the storytelling riveting.In conclusion, excellent if divisive episode. 9/10 Bethany Cox"
601,49,10,1,"If Elation was the word for Episode 9, its despair the word for Episode 10. Having already read the books prior, I was ready for what was to come. In spite of that, this episode was like a punch in my stomach. While many will talk about what happened at wall, I would look at the events at Dorne & Kings Landing. For the first time in 5 seasons, we had a episode that emotionally affected the Lannisters. They have been the hated characters of Game of Thrones - but am sure Episode 10 gave a different perspective to their characters. Lannisters - always pays their debt & the 2 events at Dorne & Kings Landing could have huge repercussions in next coming season.At the wall...its anyone's guess. Problem with guess work is it doesn't always work in Game of Thrones. All in all, a gripping season finale. Shame we have to wait for another 10 months to start all over..."
603,49,10,1,This was too good. Really unerrated episode. I'll give it 10 out of 10
606,50,8,1,"Last night, I saw the season premiere of Game of Thrones and from what I've got, it's really good. There are two problems I do have with this episode. I'm not going to spoil anything to those who haven't seen it, so I'm just going to point out the flaws and positive aspects.The plot progression does get very slow and didn't advance some of the story lines left by the fifth season. Also, some of the characters were given little to do and weren't fleshed out enough. Maybe things will get better throughout the sixth season, but only time will tell. For now, everything else turned out fine.The performances are still good, especially Lena Headey who shines with her emotional performance, the script is fine for the most part, the directing is very solid, the scenery is still gorgeous, the sets and costumes are still lavish to look at, and the music score from Ramin Djawadi is very beautiful. So, overall, not great, but a good start to Season 6. :)"
